provider,region,sku,location_name,latitude,longitude,price_usd_hour,resource_kind,accelerator_vendor,accelerator_family,accelerator_model,accelerator_count,accelerator_memory_mib,cpu_arch,notes
azure,francecentral,Standard_D48ds_v5,"Paris, France",48.85341,2.3488,3.168,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48ds_v6,"Paris, France",48.85341,2.3488,3.489,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48lds_v5,"Paris, France",48.85341,2.3488,2.76,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48lds_v6,"Paris, France",48.85341,2.3488,3.146,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48ls_v5,"Paris, France",48.85341,2.3488,2.424,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48ls_v6,"Paris, France",48.85341,2.3488,2.545,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48pds_v5,"Paris, France",48.85341,2.3488,2.544,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48pds_v6,"Paris, France",48.85341,2.3488,2.578,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48plds_v5,"Paris, France",48.85341,2.3488,2.22,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48plds_v6,"Paris, France",48.85341,2.3488,2.189,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48pls_v5,"Paris, France",48.85341,2.3488,1.944,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48pls_v6,"Paris, France",48.85341,2.3488,1.742,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48ps_v5,"Paris, France",48.85341,2.3488,2.16,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D48ps_v6,"Paris, France",48.85341,2.3488,1.968,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D48s_v3,"Paris, France",48.85341,2.3488,2.688,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48s_v4,"Paris, France",48.85341,2.3488,2.688,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48s_v5,"Paris, France",48.85341,2.3488,2.688,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D48s_v6,"Paris, France",48.85341,2.3488,2.822,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4_v2,"Paris, France",48.85341,2.3488,0.702,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4_v2_Promo,"Paris, France",48.85341,2.3488,0.702,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4_v3,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4_v4,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4_v5,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4a_v4,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ads_v5,"Paris, France",48.85341,2.3488,0.242,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ads_v6,"Paris, France",48.85341,2.3488,0.268,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ads_v7,"Paris, France",48.85341,2.3488,0.268,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4alds_v6,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4alds_v7,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4als_v6,"Paris, France",48.85341,2.3488,0.189,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4als_v7,"Paris, France",48.85341,2.3488,0.189,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4as_v4,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4as_v5,"Paris, France",48.85341,2.3488,0.202,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4as_v6,"Paris, France",48.85341,2.3488,0.213,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4as_v7,"Paris, France",48.85341,2.3488,0.213,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4d_v4,"Paris, France",48.85341,2.3488,0.264,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4d_v5,"Paris, France",48.85341,2.3488,0.264,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ds_v4,"Paris, France",48.85341,2.3488,0.264,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ds_v5,"Paris, France",48.85341,2.3488,0.264,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ds_v6,"Paris, France",48.85341,2.3488,0.291,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4lds_v5,"Paris, France",48.85341,2.3488,0.23,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4lds_v6,"Paris, France",48.85341,2.3488,0.262,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ls_v5,"Paris, France",48.85341,2.3488,0.202,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ls_v6,"Paris, France",48.85341,2.3488,0.212,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4pds_v5,"Paris, France",48.85341,2.3488,0.212,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4pds_v6,"Paris, France",48.85341,2.3488,0.215,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4plds_v5,"Paris, France",48.85341,2.3488,0.185,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4plds_v6,"Paris, France",48.85341,2.3488,0.182,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4pls_v5,"Paris, France",48.85341,2.3488,0.162,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4pls_v6,"Paris, France",48.85341,2.3488,0.145,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4ps_v5,"Paris, France",48.85341,2.3488,0.18,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D4ps_v6,"Paris, France",48.85341,2.3488,0.164,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D4s_v3,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4s_v4,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4s_v5,"Paris, France",48.85341,2.3488,0.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D4s_v6,"Paris, France",48.85341,2.3488,0.235,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D5_v2,"Paris, France",48.85341,2.3488,1.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D5_v2_Promo,"Paris, France",48.85341,2.3488,1.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64-16s_v3,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64-32s_v3,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64_v3,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64_v4,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64_v5,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64a_v4,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ads_v5,"Paris, France",48.85341,2.3488,3.872,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ads_v6,"Paris, France",48.85341,2.3488,4.288,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ads_v7,"Paris, France",48.85341,2.3488,4.288,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64alds_v6,"Paris, France",48.85341,2.3488,3.578,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64alds_v7,"Paris, France",48.85341,2.3488,3.578,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64als_v6,"Paris, France",48.85341,2.3488,3.021,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64als_v7,"Paris, France",48.85341,2.3488,3.021,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64as_v4,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64as_v5,"Paris, France",48.85341,2.3488,3.232,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64as_v6,"Paris, France",48.85341,2.3488,3.411,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64as_v7,"Paris, France",48.85341,2.3488,3.411,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64d_v4,"Paris, France",48.85341,2.3488,4.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64d_v5,"Paris, France",48.85341,2.3488,4.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ds_v4,"Paris, France",48.85341,2.3488,4.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ds_v5,"Paris, France",48.85341,2.3488,4.224,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ds_v6,"Paris, France",48.85341,2.3488,4.652,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64lds_v5,"Paris, France",48.85341,2.3488,3.68,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64lds_v6,"Paris, France",48.85341,2.3488,4.195,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ls_v5,"Paris, France",48.85341,2.3488,3.232,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ls_v6,"Paris, France",48.85341,2.3488,3.394,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64pds_v5,"Paris, France",48.85341,2.3488,3.392,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64pds_v6,"Paris, France",48.85341,2.3488,3.437,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64plds_v5,"Paris, France",48.85341,2.3488,2.96,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64plds_v6,"Paris, France",48.85341,2.3488,2.918,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64pls_v5,"Paris, France",48.85341,2.3488,2.592,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64pls_v6,"Paris, France",48.85341,2.3488,2.323,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64ps_v5,"Paris, France",48.85341,2.3488,2.88,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D64ps_v6,"Paris, France",48.85341,2.3488,2.624,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D64s_v3,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64s_v4,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64s_v5,"Paris, France",48.85341,2.3488,3.584,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D64s_v6,"Paris, France",48.85341,2.3488,3.763,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8_v3,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8_v4,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8_v5,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8a_v4,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ads_v5,"Paris, France",48.85341,2.3488,0.484,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ads_v6,"Paris, France",48.85341,2.3488,0.536,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ads_v7,"Paris, France",48.85341,2.3488,0.536,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8alds_v6,"Paris, France",48.85341,2.3488,0.447,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8alds_v7,"Paris, France",48.85341,2.3488,0.447,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8als_v6,"Paris, France",48.85341,2.3488,0.378,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8als_v7,"Paris, France",48.85341,2.3488,0.378,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8as_v4,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8as_v5,"Paris, France",48.85341,2.3488,0.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8as_v6,"Paris, France",48.85341,2.3488,0.426,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8as_v7,"Paris, France",48.85341,2.3488,0.426,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8d_v4,"Paris, France",48.85341,2.3488,0.528,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8d_v5,"Paris, France",48.85341,2.3488,0.528,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ds_v4,"Paris, France",48.85341,2.3488,0.528,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ds_v5,"Paris, France",48.85341,2.3488,0.528,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ds_v6,"Paris, France",48.85341,2.3488,0.581,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8lds_v5,"Paris, France",48.85341,2.3488,0.46,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8lds_v6,"Paris, France",48.85341,2.3488,0.524,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ls_v5,"Paris, France",48.85341,2.3488,0.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ls_v6,"Paris, France",48.85341,2.3488,0.424,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8pds_v5,"Paris, France",48.85341,2.3488,0.424,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8pds_v6,"Paris, France",48.85341,2.3488,0.43,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8plds_v5,"Paris, France",48.85341,2.3488,0.37,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8plds_v6,"Paris, France",48.85341,2.3488,0.365,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8pls_v5,"Paris, France",48.85341,2.3488,0.324,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8pls_v6,"Paris, France",48.85341,2.3488,0.29,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8ps_v5,"Paris, France",48.85341,2.3488,0.36,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D8ps_v6,"Paris, France",48.85341,2.3488,0.328,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D8s_v3,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8s_v4,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8s_v5,"Paris, France",48.85341,2.3488,0.448,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D8s_v6,"Paris, France",48.85341,2.3488,0.47,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96_v5,"Paris, France",48.85341,2.3488,5.376,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96a_v4,"Paris, France",48.85341,2.3488,5.376,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ads_v5,"Paris, France",48.85341,2.3488,5.808,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ads_v6,"Paris, France",48.85341,2.3488,6.432,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ads_v7,"Paris, France",48.85341,2.3488,6.432,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96alds_v6,"Paris, France",48.85341,2.3488,5.366,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96alds_v7,"Paris, France",48.85341,2.3488,5.366,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96als_v6,"Paris, France",48.85341,2.3488,4.531,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96als_v7,"Paris, France",48.85341,2.3488,4.531,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96as_v4,"Paris, France",48.85341,2.3488,5.376,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96as_v5,"Paris, France",48.85341,2.3488,4.848,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96as_v6,"Paris, France",48.85341,2.3488,5.117,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96as_v7,"Paris, France",48.85341,2.3488,5.117,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96d_v5,"Paris, France",48.85341,2.3488,6.336,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ds_v5,"Paris, France",48.85341,2.3488,6.336,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ds_v6,"Paris, France",48.85341,2.3488,6.977,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96lds_v5,"Paris, France",48.85341,2.3488,5.52,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96lds_v6,"Paris, France",48.85341,2.3488,6.292,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ls_v5,"Paris, France",48.85341,2.3488,4.848,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ls_v6,"Paris, France",48.85341,2.3488,5.091,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96pds_v6,"Paris, France",48.85341,2.3488,5.155,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96plds_v6,"Paris, France",48.85341,2.3488,4.378,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96pls_v6,"Paris, France",48.85341,2.3488,3.485,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96ps_v6,"Paris, France",48.85341,2.3488,3.936,cpu,none,none,none,0,,arm64,
azure,francecentral,Standard_D96s_v5,"Paris, France",48.85341,2.3488,5.376,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_D96s_v6,"Paris, France",48.85341,2.3488,5.645,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC16ads_cc_v5,"Paris, France",48.85341,2.3488,0.968,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC16ads_v6,"Paris, France",48.85341,2.3488,1.072,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC16as_cc_v5,"Paris, France",48.85341,2.3488,0.808,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC16as_v6,"Paris, France",48.85341,2.3488,0.853,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC2ads_v6,"Paris, France",48.85341,2.3488,0.134,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC2as_v6,"Paris, France",48.85341,2.3488,0.107,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC32ads_cc_v5,"Paris, France",48.85341,2.3488,1.936,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC32ads_v6,"Paris, France",48.85341,2.3488,2.144,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC32as_cc_v5,"Paris, France",48.85341,2.3488,1.616,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC32as_v6,"Paris, France",48.85341,2.3488,1.706,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC48ads_cc_v5,"Paris, France",48.85341,2.3488,2.904,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC48ads_v6,"Paris, France",48.85341,2.3488,3.216,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC48as_cc_v5,"Paris, France",48.85341,2.3488,2.424,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC48as_v6,"Paris, France",48.85341,2.3488,2.558,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC4ads_cc_v5,"Paris, France",48.85341,2.3488,0.242,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC4ads_v6,"Paris, France",48.85341,2.3488,0.268,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC4as_cc_v5,"Paris, France",48.85341,2.3488,0.202,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC4as_v6,"Paris, France",48.85341,2.3488,0.213,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC64ads_cc_v5,"Paris, France",48.85341,2.3488,3.872,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC64ads_v6,"Paris, France",48.85341,2.3488,4.288,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC64as_cc_v5,"Paris, France",48.85341,2.3488,3.232,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC64as_v6,"Paris, France",48.85341,2.3488,3.411,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC8ads_cc_v5,"Paris, France",48.85341,2.3488,0.484,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC8ads_v6,"Paris, France",48.85341,2.3488,0.536,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC8as_cc_v5,"Paris, France",48.85341,2.3488,0.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC8as_v6,"Paris, France",48.85341,2.3488,0.426,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC96ads_cc_v5,"Paris, France",48.85341,2.3488,5.808,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC96ads_v6,"Paris, France",48.85341,2.3488,6.432,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC96as_cc_v5,"Paris, France",48.85341,2.3488,4.848,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DC96as_v6,"Paris, France",48.85341,2.3488,5.117,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS1,"Paris, France",48.85341,2.3488,0.0962,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS11,"Paris, France",48.85341,2.3488,0.241,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS11-1_v2,"Paris, France",48.85341,2.3488,0.234,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS11_v2,"Paris, France",48.85341,2.3488,0.234,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS11_v2_Promo,"Paris, France",48.85341,2.3488,0.234,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS12,"Paris, France",48.85341,2.3488,0.481,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS12-1_v2,"Paris, France",48.85341,2.3488,0.469,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS12-2_v2,"Paris, France",48.85341,2.3488,0.469,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS12_v2,"Paris, France",48.85341,2.3488,0.469,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS12_v2_Promo,"Paris, France",48.85341,2.3488,0.469,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS13,"Paris, France",48.85341,2.3488,0.962,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS13-2_v2,"Paris, France",48.85341,2.3488,0.937,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS13-4_v2,"Paris, France",48.85341,2.3488,0.937,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS13_v2,"Paris, France",48.85341,2.3488,0.937,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS13_v2_Promo,"Paris, France",48.85341,2.3488,0.937,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS14,"Paris, France",48.85341,2.3488,1.925,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS14-4_v2,"Paris, France",48.85341,2.3488,1.874,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS14-8_v2,"Paris, France",48.85341,2.3488,1.874,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS14_v2,"Paris, France",48.85341,2.3488,1.874,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS14_v2_Promo,"Paris, France",48.85341,2.3488,1.874,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS15_v2,"Paris, France",48.85341,2.3488,2.343,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS15i_v2,"Paris, France",48.85341,2.3488,2.343,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS1_v2,"Paris, France",48.85341,2.3488,0.0877,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS2,"Paris, France",48.85341,2.3488,0.192,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS2_v2,"Paris, France",48.85341,2.3488,0.175,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS2_v2_Promo,"Paris, France",48.85341,2.3488,0.175,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS3,"Paris, France",48.85341,2.3488,0.385,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS3_v2,"Paris, France",48.85341,2.3488,0.351,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS3_v2_Promo,"Paris, France",48.85341,2.3488,0.351,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS4,"Paris, France",48.85341,2.3488,0.77,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS4_v2,"Paris, France",48.85341,2.3488,0.702,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS4_v2_Promo,"Paris, France",48.85341,2.3488,0.702,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS5_v2,"Paris, France",48.85341,2.3488,1.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_DS5_v2_Promo,"Paris, France",48.85341,2.3488,1.404,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E104i_v5,"Paris, France",48.85341,2.3488,8.466,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E104id_v5,"Paris, France",48.85341,2.3488,9.667,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E104ids_v5,"Paris, France",48.85341,2.3488,9.667,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E104is_v5,"Paris, France",48.85341,2.3488,8.466,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E112iads_v5,"Paris, France",48.85341,2.3488,9.425,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E112ias_v5,"Paris, France",48.85341,2.3488,8.193,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E112ibds_v5,"Paris, France",48.85341,2.3488,12.166,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E112ibs_v5,"Paris, France",48.85341,2.3488,10.872,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E128-32ads_v7,"Paris, France",48.85341,2.3488,10.906,cpu,none,none,none,0,,x86_64,
azure,francecentral,Standard_E128-32as_v7,"Paris, France",48.85341,2.3488,8.96,cpu,none,none,none,0,,x86_64,
